,pmid,annotators,article_type,trial_design,study_body,review_type,research_design_blinded,primary_endpoints,secondary_endpoints,int_allocation,int_primary_purpose,int_study_model,int_study_phase,obs_study_model,obs_time_perspective,study_population_age,study_population_dka,study_population_location,study_population_surgical,study_population_treatment_type,atypical_index_blood_pressure,atypical_index_cost,atypical_index_immunity,atypical_index_reproduction,atypical_index_tumor,study_type,therapeutic_area,diseases,drugs,proteins,adverse_effects,published_at,title,authors,link
210,30250013,Joanna,review,,other,narrative_review,open_label,,,,,,,other,other,adults,FALSE,multinational,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,insulin resistance; diabetes; inflammation; curcumin,t2dm,,,,9/24/18,"Curcumin, Cardiometabolic Health and Dementia.",Yoona Kim; Peter Clifton,30250013
211,30249722,Joanna,observational_study,,human,,open_label,other,efficacy_assessment_demonstration,,,,,cohort,cross_sectional,adults,FALSE,australia,FALSE,outpatient,TRUE,FALSE,TRUE,FALSE,FALSE,,sodium intake; endothelial dysfunction; diabetes; raas; microparticles; cardiovascular disease,cvd; t2dm,raas blocking drugs,,,9/24/18,The relationship between habitual dietary sodium intake and RAAS blockade on circulating microparticle levels in type two diabetes.,Sara Baqar; Dorothy Liu; Lisa F Lincz; Yee Wen Kong; George Jerums; Elif I Ekinci,30249722
212,30249630,Joanna,interventional_study,superiority,human,,open_label,comparison_vs_another_drug,comparison_vs_another_drug,randomized,,parallel,,,prospective,adults,FALSE,south korea,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,t2dm,saxagliptin; dapagliflozin; sitagliptin; metformin; sulfonylurea,hba1c,,9/24/18,Efficacy and tolerability of novel triple combination therapy in drug-naÃ¯ve patients with type 2 diabetes from the TRIPLE-AXEL trial: protocol for an open-label randomised controlled trial.,Nam Hoon Kim; Soo Lim; Soo Heon Kwak; Min Kyong Moon; Jun Sung Moon; Yong-Ho Lee; Ho Chan Cho; Juneyoung Lee; Sin Gon Kim,30249630
213,30249627,Joanna,observational_study,,human,,open_label,disease_death_occurence,disease_death_occurence,,,,,cohort,prospective,adults,FALSE,spain,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; depression,depression; t2dm,,,,9/24/18,Prevalence of depression in patients with type 2 diabetes mellitus in Spain (the DIADEMA Study) : results from the MADIABETES cohort.,Miguel Angel Salinero-Fort; P GÃ_mez-Campelo; F Javier San AndrÃ©s-Rebollo; Juan CÃ¡rdenas-Valladolid; Juan C AbÃ¡nades-Herranz; Enrique Carrillo de Santa Pau; Rosa M Chico-Moraleja; Domingo Beamud-Victoria; Jose M de Miguel-Yanes; Rodrigo Jimenez-Garcia; Ana LÃ_pez-de-Andres; Yolanda Ramallo-FariÃ±a; Carmen De Burgos-Lunar;,30249627
214,30249377,Joanna,observational_study,,human,,open_label,other,,,,,,cohort,cross_sectional,adults,FALSE,canada,FALSE,outpatient,FALSE,TRUE,FALSE,FALSE,FALSE,,heart failure; multimorbidity; chronic obstructive pulmonary disease; diabetes; polypharmacy,copd; hf; t2dm,ace inhibitors; alpha-glucosidase inhibitors; sglt-2 inhibitors; aspirin; arbs; statins; sulfonylureasâ€™; sabas; short acting anticholinergic; dpp-4 inhibitors; glibenclamide; meglitinides; potassium-sparing diuretics; mcras; glyburiside; corticosteroids; metformin; long-acting anticholinergic; labas; ndhp-ccbs; pde4 inhibitors; fibrates; digoxin; loop diuretics; insulin; thiazolidinediones; beta-blockers; dhp=ccbs; glp-1 agonists; theophylline; thiazide-like diuretics; neprylisin inhibitors,,,9/19/18,The delicate choice of optimal basic therapy for multimorbid older adults: A cross-sectional survey.,Caroline Sirois; Carlotta Lunghi; Marie-Laure Laroche; Alicia Maheux; Anissa Frini,30249377
215,30249325,Joanna,interventional_study,,animal,,open_label,comparison_other,,randomized,treatment,parallel,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,t2dm,pioglitazone; epa; dha,,weight_increased; fracture; cardiac_failure,6/27/18,Benefits of combination low-dose pioglitazone plus fish oil on aged type 2 diabetes mice.,Yuzuru Iizuka; Hyounju Kim; Satoshi Hirako; Kanako Chiba; Masahiro Wada; Akiyo Matsumoto,30249325
216,30249291,Joanna,observational_study,,human,,open_label,disease_death_occurence,,,,,,cohort,other,adults,FALSE,ethiopia,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,drug-related problems; diabetes; hypertension,hypertension; t2dm,statins; insulin; metformin; aspirin; enalapril,,,9/24/18,Determinants of drug-related problems among ambulatory type 2 diabetes patients with hypertension comorbidity in Southwest Ethiopia: a prospective cross sectional study.,Mohammed Yimama; Habtemu Jarso; Tigestu Alemu Desse,30249291
217,30249240,Joanna,case_report,,human,,open_label,,,,,,,other,other,elderly,FALSE,japan,TRUE,outpatient_inpatient,TRUE,FALSE,FALSE,FALSE,TRUE,,benign arterial stricture of the right posterior hepatic artery; hilar cholangiocarcinoma; diabetes; hypertension; pyogenic liver abscesses; atherosclerosis,benign arterial stricture of the right posterior hepatic artery; hilar cholangiocarcinoma; hypertension; pyogenic liver abscesses; atherosclerosis; t2dm,,,,9/24/18,Atherosclerosis of the right posterior hepatic artery in a patient with hilar cholangiocarcinoma undergoing left trisectionectomy: a case report of a therapeutic pitfall.,Yuichi Goto; Satoki Kojima; Yoriko Nomura; Daisuke Muroya; Syoichiro Arai; Hisamune Sakai; Ryuichi Kawahara; Toru Hisaka; Yoshito Akagi; Hiroyuki Tanaka; Koji Okuda,30249240
218,30249012,Joanna,review,,human,systematic_review,open_label,comparison_vs_another_drug,,,,,,other,other,adults,FALSE,multinational,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,glycemic response; glycemic load; satiety; cvd; diabetes; glycemic index,cvd; gdm; t2dm; t1dm,,,,9/22/18,"Relevance of the Glycemic Index and Glycemic Load for Body Weight, Diabetes, and Cardiovascular Disease.",Sonia Vega-LÃ_pez; Bernard J Venn; Joanne L Slavin,30249012
219,30249008,Joanna,review,,other,narrative_review,open_label,,,,,,,other,other,adults,FALSE,multinational,FALSE,outpatient,FALSE,FALSE,TRUE,FALSE,FALSE,,extracellular matrix; advanced glycation end products; skeletal muscle; diabetes; insulin resistance,insulin resistance; dm,bimagrumab,elastin; mmp25; laminin-2; connective tissue growth factor; itga4; collagen; itga5; itgbl1; focal adhesion kinase; akt; tgf-Î_; pi3k; thrombospondin-1; irs-1; mmp2; integrin-linked kinase; protein tyrosine phosphatase; glut4; decorin,,9/22/18,"Multifaceted Interweaving Between Extracellular Matrix, Insulin Resistance, and Skeletal Muscle.",Khurshid Ahmad; Eun Ju Lee; Jun Sung Moon; So-Young Park; Inho Choi,30249008
220,30249002,Joanna,interventional_study,,animal,,open_label,comparison_vs_placebo,,randomized,treatment,parallel,,,,,FALSE,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; obesity; hypertension; oxidative stress; insulin resistance; metabolic syndrome,insulin resistance; hypertension; obesity; dm,insulin,enos,,9/22/18,Chronic Insulin Infusion Down-Regulates Circulating and Urinary Nitric Oxide (NO) Levels Despite Molecular Changes in the Kidney Predicting Greater Endothelial NO Synthase Activity in Mice.,Maurice B Fluitt; Sophia Rizvi; Lijun Li; Ashley Alunan; Hwal Lee; Swasti Tiwari; Carolyn M Ecelbarger,30249002
221,30248999,Joanna,review,,other,narrative_review,open_label,,,,,,,other,other,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,adipocyte differentiation; pparÎ_ transactivation; diabetes; glucose uptake; pparÎ_ agonists; plant extracts,t2dm,partial pparÎ_ agonists; insulin,glut4; interleukin-6; tnfÎ±; pparÎ_; resistin; adiponectin,,9/22/18,Development of an In Vitro Screening Platform for the Identification of Partial PPARÎ_ Agonists as a Source for Antidiabetic Lead Compounds.,Lars PorskjÃ_r Christensen; Rime Bahij El-Houri,30248999
222,30248910,Joanna,review,,other,narrative_review,open_label,,,,,,,other,other,adults,FALSE,multinational,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,heart failure; lipotoxicity; diabetes; diabetic cardiomyopathy; glucotoxicity,heart failure; diabetic cardiomiopathy; t2dm,metformin,fatty acid synthase pparÎ±; glut4; pfk-1; akt; inos; pfk-2; camkkÎ_; srebp-1; igf-1; glut1; ampk; pi-3k; eukaryotic elongation factor 2; liver kinase b1; protein s6,,9/21/18,Metabolic Effects of Metformin in the Failing Heart.,Aleksandra Dziubak; GraÅ_yna WÃ_jcicka; Andrzej Wojtak; Jerzy BeÅ‚towski,30248910
223,30248550,Joanna,review,,human,narrative_review,open_label,,,,,,,other,other,adults,FALSE,multinational,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,vascular inflammation; diabetes; cardiovascular diseases; atherosclerosis; atherogenesis; incretin therapy; endothelial cell function,cvd; vascular inflammation; atherosclerosis; t2dm,lixisenatide; dulaglutide; sitagliptin; glp-1r agonists; dpp-iv inhibitors; albiglutide; exenatide,mmp-2; dpp-iv; camkkb; mmp tnf-Î±; il-6; phospholipase-a2; intracellular adhesion molecule-1; mmp-9; enos; inhibitory-kb kinase; akt; incretin; caspase-3; chemokine receptor-2; il-18; camki; pi3k; crp; tlr-2; mmp-1; inflammatory kinases c-jun; e-selectin; glp-1; tlr-4; ampk; caspase-9,,9/14/18,Incretin drugs as modulators of atherosclerosis.,Enrique Gallego-Colon; Wojciech Wojakowski; Tomasz Francuz,30248550
224,30248393,Joanna,interventional_study,,in_vitro,,open_label,other,,nonrandomized,basic_science,parallel,,,,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,diabetes; redox sensitive kinases; insulin signaling; lindane; insulin resistance,ir; t2dm,insulin,akt; redox sensitive kinases; tnf-Î±; ir; irs-1; hsps,,9/22/18,Sub-toxic exposure to lindane activates redox sensitive kinases and impairs insulin signaling in muscle cell culture: The possible mechanism of lindane-induced insulin resistance.,Vijay Kumar Singh; Sajib Kumar Sarkar; Alpana Saxena; Bidhan Chandra Koner,30248393
225,30248247,Joanna,review,,other,narrative_review,open_label,,,,,,,other,other,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,obesity; diabetes; high-fat diet,obesity; dm,,socs; gip; creb,,9/24/18,GIP signaling in adipose tissue.,Shunsuke Yamane; Norio Harada,30248247
226,30248198,Joanna,review,,human,narrative_review,open_label,,,,,,,other,other,children,FALSE,multinational,FALSE,outpatient,TRUE,TRUE,FALSE,FALSE,FALSE,,cvd; diabetes; obesity; nafld; obesity comorbidities,obesity; t2dm,oxazepam; chlorpromazine; prednisone; fluvoxamine; phentermine; bupropion; lithium; citalopram; cyproheptadine; sulfonylureas; propranolol; clozapine; naltrexone; doxepin; paroxetine; orlistat; oral contraceptive; quetiapine; diethylpropion; beta-blocker; duloxetine; olanzapine; tranylcypromine; gabapentin; meglitinides; liraglutide; lisdexamfetamine; benzodiazepines; sibutramine; desipramine; topiramate; diphenhydramine; valproate; rimonabant; imipramine; lorcaserin; mirtazapine; metformin; escitalopram; dextroamphetamine; diazepam; amitriptyline; medroxyprogesterone; lorazepam; insulin; thiazolidinediones; carbamazepine; nortriptyline; phenelzine; thioridazine; risperidone; pregabalin,leptin,,9/24/18,Pediatric Obesity: Influence on Drug Dosing and Therapeutics.,Barbara Ameer; Michael A Weintraub,30248198
227,30248004,Joanna,other,,human,,open_label,,,,,,,,,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,t2dm,,,,9/1/18,"Prevalence of Total, Diagnosed, and Undiagnosed Diabetes Among Adults: United States, 2013-2016.",Nicholas D Mendola; Te-Ching Chen; Qiuping Gu; Mark S Eberhardt; Sharon Saydah,30248004
228,30247717,Joanna,interventional_study,,in_vitro,,open_label,other,,,basic_science,parallel,,,,,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,diabetes; trna hypomethylation and fragmentation; trmt10a deficiency,t2dm,,bim; trna methyltransferase 10a,,9/21/18,Pancreatic Î_-cell tRNA hypomethylation and fragmentation link TRMT10A deficiency with diabetes.,Cristina Cosentino; Sanna Toivonen; Esteban Diaz Villamil; Mohamed Atta; Jean-Luc Ravanat; StÃ©phane Demine; Andrea Alex Schiavo; Nathalie Pachera; Jean-Philippe Deglasse; Jean-Christophe Jonas; Diego Balboa; Timo Otonkoski; Ewan R Pearson; Piero Marchetti; DÃ©cio L Eizirik; Miriam Cnop; Mariana Igoillo-Esteve,30247717
229,30247583,Joanna,observational_study,,human,,open_label,other,,,,,,cohort,cross_sectional,children,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,food consumption patterns of infants and toddlers,,,,,8/31/18,Food Consumption Patterns of Infants and Toddlers: Findings from the Feeding Infants and Toddlers Study (FITS) 2016.,Amira A Roess; Emma F Jacquier; Diane J Catellier; Ryan Carvalho; Anne C Lutes; Andrea S Anater; William H Dietz,30247583
230,30247434,Joanna,interventional_study,,human,,open_label,efficacy_assessment_demonstration,efficacy_assessment_demonstration,randomized,treatment,parallel,,,,adults,FALSE,finland,TRUE,outpatient_inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,obesityl diabetes,obesity; t2dm,,,,9/21/18,Physical Activity Associates with Muscle Insulin Sensitivity Post Bariatric Surgery.,Anna M Savolainen; Anna Karmi; Heidi Immonen; Minna Soinio; Virva Saunavaara; Tam Pham; Paulina Salminen; Mika HelmiÃ¶; Jari Ovaska; Eliisa LÃ¶yttyniemi; Marja A Heiskanen; Terho LehtimÃ_ki; Andrea Mari; Pirjo Nuutila; Jarna C Hannukainen,30247434
231,30247069,Joanna,observational_study,,human,,open_label,time_of_event,,,,,,cohort,prospective,adults,FALSE,united kingdom,FALSE,inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; hypoglycemia,dm,,,,9/24/18,"Admission Glucose Number (AGN): A Point of Admission Score Associated With Inpatient Glucose Variability, Hypoglycemia, and Mortality.",Jennifer McKechnie; Rahat Maitland; Christopher A R Sainsbury; Gregory C Jones,30247069
232,30246926,Joanna,observational_study,superiority,human,,open_label,comparison_vs_another_drug,safety_tolerability,randomized,treatment,parallel,,,prospective,adults,FALSE,united states,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetic foot ulcer; diabetes,dfu; t2dm; t1dm,,,,9/24/18,A multicentre prospective randomised controlled comparative parallel study of dehydrated human umbilical cord (EpiCord) allograft for the treatment of diabetic foot ulcers.,William Tettelbach; Shawn Cazzell; Felix Sigal; Joseph M Caporusso; Patrick S Agnew; Jason Hanft; Cyaandi Dove,30246926
233,30246599,Joanna,observational_study,,human,,open_label,other,,,,,,cohort,prospective,adults,FALSE,sweden,FALSE,outpatient,FALSE,FALSE,TRUE,TRUE,FALSE,,impaired fasting glucose; weight gain; diabetes; prediabetes; impaired glucose tolerance; impaired glucose metabolism,"gdm; t2dm,",,adipocyte fatty acid-binding protein; hba1c; tnf-Î±; hscrp; adipokine,,9/24/18,Adipose tissue and body composition in women six years after gestational diabetes: factors associated with development of type 2 diabetes.,Henrik Svensson; Louise Wetterling; Ulrika Andersson-Hall; Eva Jennische; Staffan EdÃ©n; Agneta HolmÃ_ng; Malin LÃ¶nn,30246599
234,30246546,Joanna,observational_study,,human,,open_label,time_of_event,,,,,,cohort,retrospective,adults,FALSE,germany,FALSE,outpatient_inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; peripheral artery disease; amputation,peripheral artery disease; t2dm; t1dm,,,,9/24/18,Impact of diabetes type on treatment and outcome of patients with peripheral artery disease.,Lars Richter; Eva Freisinger; Florian LÃ_ders; Katrin Gebauer; Matthias Meyborg; Nasser M Malyar,30246546
235,30246473,Joanna,observational_study,,human,,open_label,disease_death_occurence,,,,,,cohort,retrospective,adults,FALSE,scotland,FALSE,outpatient_inpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,"diabetes; peripheral arterial disease, heart failure, cardiac arrhythmia, hypertensive heart disease; ischaemic heart disease, cerebrovascular disease","cvd; diabetes; ischaemic heart disease, cerebrovascular disease; peripheral arterial disease, heart failure, cardiac arrhythmia, hypertensive heart disease; t2dm",,,,9/23/18,Cardiovascular disease prevalence and risk factor prevalence in Type 2 diabetes: a contemporary analysis.,S McGurnaghan; L A K Blackbourn; E Mocevic; U Haagen Panton; R J McCrimmon; N Sattar; S Wild; H M Colhoun,30246473
236,30246333,Joanna,interventional_study,,human,,open_label,comparison_other,,nonrandomized,diagnostic,parallel,,,,teens,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,"diabetes; polycystic ovarian syndrome, insulin resistance, impaired glucose tolerance",polycystic ovarian syndrome; t2dm,,,,9/23/18,Using Simple Clinical Measures to Predict Insulin Resistance or Hyperglycemia in Girls with Polycystic Ovarian Syndrome.,Melanie Cree-Green; Ninghe Cai; Jessica E Thurston; Gregory V Coe; Lindsay Newnes; Yesenia Garcia-Reyes; Amy D Baumgartner; Laura Pyle; Kristen J Nadeau,30246333
237,30246286,Joanna,interventional_study,superiority,human,,open_label,comparison_vs_another_drug,comparison_vs_another_drug,randomized,treatment,parallel,,,,adults,FALSE,japan,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; hypertension; nocturnal bp,hypertension; t2dm,canagliflozin,,back_pain; dehydration; upper_respiratory_tract_infection; blood_creatinine_increased; gastroenteritis; vulvovaginal_pruritus; dry_mouth,9/23/18,Effect of canagliflozin on nocturnal home blood pressure in Japanese patients with type 2 diabetes mellitus: The SHIFT-J study.,Kazuomi Kario; Satoshi Hoshide; Yukie Okawara; Naoko Tomitani; Kenji Yamauchi; Hiroyuki Ohbayashi; Naoki Itabashi; Yuri Matsumoto; Hiroshi Kanegae,30246286
238,30246029,Joanna,observational_study,,other,,open_label,other,comparison_other,,basic_science,parallel,,case_control,cross_sectional,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,albuminuria; inflammation; diabetic kidney disease; t2dm,paricalcitol,vdr; mcp-1; tnfÎ±; ptpn2; il-6,,8/30/18,PTPN2 Downregulation Is Associated with Albuminuria and Vitamin D Receptor Deficiency in Type 2 Diabetes Mellitus.,Li Zheng; Wei Zhang; Aimei Li; Yan Liu; Bin Yi; Farid Nakhoul; Hao Zhang,30246029
239,30245879,Joanna,observational_study,,human,,open_label,other,,,,,,cohort,retrospective,adults,FALSE,japan,FALSE,inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,t2dm,,,,9/2/18,"The Urinary Phosphate to Serum Fibroblast Growth Factor 23 Ratio, Deemed the Nephron Index, Is a Useful Clinical Index for Early Stage Chronic Kidney Disease in Patients with Type 2 Diabetes: An Observational Pilot Study.",Hodaka Yamada; Makoto Kuro-O; Shunsuke Funazaki; San-E Ishikawa; Masafumi Kakei; Kazuo Hara,30245879
240,30245841,Joanna,observational_study,,human,,open_label,other,,,,,,ecologic_community,retrospective,adults,FALSE,canada,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,"end-stage renal disease, chronic kidney disease, dialysis modality, travel burden, quality of life; diabetes",end stage renal disease; ckd; t2dm,,,,9/17/18,A Retrospective Study of Chronic Kidney Disease Burden in Saskatchewan's First Nations People.,Dorothy A Thomas; Anne Huang; Michelle C E McCarron; Joanne E Kappel; Rachel M Holden; Karen E Yeates; Bonnie R Richardson,30245841
241,30245511,Joanna,observational_study,,human,,open_label,other,,,,,,cohort,cross_sectional,adults,FALSE,china,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; metabolic syndrome; prediabetes,prediabetes; gck-dm; metabolic syndrome; t2dm; mody,,glucokinas,,9/24/18,A new clinical screening strategy and prevalence estimation for glucokinase variant-induced diabetes in an adult Chinese population.,Yumin Ma; Xueyao Han; Xianghai Zhou; Yufeng Li; Siqian Gong; Simin Zhang; Xiaoling Cai; Lingli Zhou; Yingying Luo; Meng Li; Wei Liu; Xiuying Zhang; Qian Ren; Linong Ji,30245511
242,30245473,Joanna,review,,other,other,open_label,,,,,,,other,other,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; inflammation; oxidative stress; alzheimerâ€™s disease,inflammation; t2dm; alzheimerâ€™s disease,,jun n-terminal kinase; proinsulin; islet amyloid polypeptide; thioredoxin-interacting protein,,9/20/18,Targeting protein misfolding to protect pancreatic beta-cells in type 2 diabetes.,Safia Costes,30245473
